,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location
589,Ford Fiesta,2008 (08 reg),6 owners,"109,428 miles",1.25L,74BHP,Manual,Petrol,£995,N/A,Hatchback,Grand Cars - See all 9 cars,Dealer locationRomford
590,Nissan Micra,2005 (55 reg),5 owners,"109,000 miles",1.6L,109BHP,Manual,Petrol,"£1,400",N/A,Hatchback,ATLAS AUTOMOBILES UK LTD - See all 17 cars,Dealer locationWindsor
591,BMW 3 Series,2007 (57 reg),4 owners,"83,400 miles",2.0L,150PS,Automatic,Petrol,"£3,700",N/A,Saloon,NIP Autos - See all 11 cars,Dealer locationHounslow
592,Vauxhall Astra,2008 (08 reg),No service history,"109,000 miles",1.6L,113BHP,Manual,Petrol,"£1,495",N/A,Hatchback,Edmonton Motors - See all 31 cars,Dealer locationLondon
593,Vauxhall Astra,2011 (11 reg),2 owners,"127,000 miles",1.7L,125PS,Manual,Diesel,"£1,650",N/A,Hatchback,,N/A
594,Ford Focus,2010 (59 reg),3 owners,"90,373 miles",1.6L,99BHP,Manual,Petrol,"£2,495",N/A,Hatchback,Car Choice London - See all 54 cars,Dealer locationIver
595,Vauxhall Corsa,2013 (13 reg),3 owners,"92,000 miles",1.0L,65PS,Manual,Petrol,"£2,000",N/A,Hatchback,Khan Automotive Ltd - See all 39 cars,Dealer locationLuton
596,Ford Focus C-Max,2007 (07 reg),2 owners,"76,000 miles",2.0L,143BHP,Automatic,Petrol,"£2,500",N/A,MPV,Car & House - See all 95 cars,Dealer locationWelwyn
597,Vauxhall Astra,2007 (57 reg),N/A,"114,000 miles",1.6L,113BHP,Manual,Petrol,£995,N/A,Hatchback,WCC - See all 128 cars,Dealer locationHook
598,Vauxhall Corsa,2012 (12 reg),5 owners,"86,000 miles",1.2L,85PS,Manual,Petrol,"£2,995",N/A,Hatchback,Hacienda Motors Limited - See all 7 cars,Dealer locationHigh Wycombe
599,Mazda6,2010 (10 reg),4 owners,"85,200 miles",1.8L,118BHP,Manual,Petrol,"£1,695",N/A,Hatchback,Car Deal Ltd - See all 115 cars,Dealer locationWokingham
600,Hyundai Tucson,2017 (17 reg),4 owners,"49,708 miles",1.6L,130BHP,Manual,Petrol,"£11,200",N/A,SUV,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
601,Volkswagen T-Cross,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
602,Renault Clio,2017 (17 reg),1 owner,"40,606 miles",1.5L,89BHP,Manual,Diesel,"£7,500",N/A,Hatchback,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
603,Ford Focus,2014 (14 reg),3 owners,"125,000 miles",1.6L,115PS,Manual,Diesel,"£2,995",N/A,Hatchback,Top End Cars - See all 11 cars,Dealer locationHigh Wycombe
604,Fiat 500,2010 (10 reg),N/A,"123,000 miles",1.2L,70PS,Manual,Petrol,"£1,695",N/A,Hatchback,WCC - See all 128 cars,Dealer locationHook
605,MINI Hatch,2011 (60 reg),N/A,"139,000 miles",1.6L,112PS,Manual,Diesel,£989,N/A,Hatchback,My Car UK - See all 54 cars,Dealer locationTamworth
606,Volkswagen Polo,2007 (07 reg),Full service history,"60,000 miles",1.2L,55BHP,Manual,Petrol,"£2,450",N/A,Hatchback,ZNS Cars - See all 8 cars,Dealer locationHounslow
607,Vauxhall Astra,2009 (59 reg),N/A,"115,000 miles",1.4L,89BHP,Manual,Petrol,"£1,390",N/A,Hatchback,GM Motoring World LTD - See all 92 cars,Dealer locationGreat Missenden
608,Toyota Urbancruiser,2009 (59 reg),Part service history,"86,000 miles",1.33L,101PS,Manual,Petrol,"£3,495",N/A,SUV,S A CAR SALES - See all 111 cars,Dealer locationWest Molesey
609,Ford Mondeo,2013 (63 reg),2 owners,"164,457 miles",2.0L,140PS,Manual,Diesel,£795,Cat N,Hatchback,A Car Sales - See all 12 cars,Dealer locationBirmingham
610,Suzuki Alto,2009 (59 reg),3 owners,"11,000 miles",1.0L,68PS,Manual,Petrol,"£2,500",N/A,Hatchback,MY NEW CAR - See all 82 cars,Dealer locationHanwell
611,MINI Hatch,2007 (57 reg),4 owners,"95,000 miles",1.6L,120PS,Manual,Petrol,"£1,000",N/A,Hatchback,St Clements Cars - See all 26 cars,Dealer locationKing's Lynn
612,Ford Focus C-Max,2005 (55 reg),N/A,"103,000 miles",1.8L,123BHP,Manual,Petrol,"£1,280",N/A,MPV,SQ Motor Group Ltd - See all 55 cars,Dealer locationReading
613,Fiat 500,2013 (13 reg),N/A,"72,000 miles",1.2L,70PS,Manual,Petrol,"£2,999",N/A,Hatchback,SI Used Cars Traders - See all 16 cars,Dealer locationRuislip
614,Ford Focus,2016 (66 reg),2 owners,"67,149 miles",1.5L,118BHP,Manual,Diesel,"£8,300",N/A,Hatchback,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
615,Mazda CX-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
616,Volkswagen Polo,2018 (68 reg),2 owners,"83,427 miles",1.0L,74BHP,Manual,Petrol,"£9,999",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 308 cars,Dealer locationMilton Keynes
617,Volkswagen Golf,2008 (58 reg),6 owners,"146,000 miles",1.9L,103BHP,Manual,Diesel,"£1,395",N/A,Hatchback,Roadgroup - See all 4 cars,Dealer locationMilton Keynes
618,Renault Clio,2007 (56 reg),5 owners,"138,061 miles",1.4L,98BHP,Manual,Petrol,£850,N/A,Hatchback,GENERAL MOTORS - See all 36 cars,Dealer locationBirmingham
619,Citroen XM,1995 (N reg),4 owners,"126,000 miles",2.5L,130BHP,Manual,Diesel,"£3,250",N/A,Hatchback,,N/A
620,Ford Focus,2004 (54 reg),N/A,"145,000 miles",1.4L,74BHP,Manual,Petrol,£475,N/A,Hatchback,Vauxhall City.Co.Uk - See all 27 cars,Dealer locationWindlesham
621,Vauxhall Astra,2009 (59 reg),N/A,"75,000 miles",1.7L,125PS,Manual,Diesel,"£2,590",N/A,Hatchback,GM Motoring World LTD - See all 92 cars,Dealer locationGreat Missenden
622,Mazda3,2008 (58 reg),N/A,"64,000 miles",1.6L,103BHP,Manual,Petrol,"£2,495",N/A,Hatchback,M Kay Motors - See all 8 cars,Dealer locationLeytonstone
623,Hyundai i30,2009 (59 reg),N/A,"95,000 miles",1.4L,110PS,Manual,Petrol,"£1,795",N/A,Hatchback,Totteridge Motors - See all 20 cars,Dealer locationHigh Wycombe
624,Renault Megane,2009 (09 reg),2 owners,"82,622 miles",1.6L,110PS,Manual,Petrol,"£1,999",N/A,Hatchback,Cartree Ltd - See all 19 cars,Dealer locationChelmsford
625,Nissan Note,2012 (62 reg),3 owners,"47,000 miles",1.4L,88PS,Manual,Petrol,"£2,290",Cat D,Hatchback,MY NEW CAR - See all 82 cars,Dealer locationHanwell
626,Vauxhall Corsa,2008 (08 reg),N/A,"137,000 miles",1.2L,79BHP,Manual,Petrol,"£1,290",N/A,Hatchback,Harry's Car Sales - See all 333 cars,Dealer locationPeterborough
627,Mitsubishi Colt,2008 (58 reg),3 owners,"73,500 miles",1.5L,94BHP,Automatic,Diesel,"£1,500",N/A,Hatchback,Car Deal Ltd - See all 115 cars,Dealer locationWokingham
628,Volkswagen Polo,2018 (68 reg),2 owners,"83,427 miles",1.0L,74BHP,Manual,Petrol,"£9,999",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 308 cars,Dealer locationMilton Keynes
629,MG MG Zs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
630,Ford Focus,2016 (66 reg),2 owners,"67,149 miles",1.5L,118BHP,Manual,Diesel,"£8,300",N/A,Hatchback,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
631,Hyundai i30,2012 (62 reg),N/A,"148,000 miles",1.6L,109PS,Manual,Diesel,"£1,495",N/A,Hatchback,Reading Car Sales - See all 71 cars,Dealer locationReading
632,Mazda3,2007 (57 reg),N/A,"123,000 miles",2.0L,147BHP,Manual,Petrol,"£1,499",N/A,Hatchback,Heathrow General Cars Denham - See all 46 cars,Dealer locationUxbridge
633,Peugeot 308,2012 (62 reg),3 owners,"149,000 miles",1.6L,120PS,Manual,Petrol,"£1,750",N/A,Hatchback,Premier Cars of Thame - See all 22 cars,Dealer locationThame
634,Citroen C4,2009 (09 reg),N/A,"86,251 miles",1.6L,120PS,Manual,Petrol,"£1,945",N/A,Hatchback,Pulloxhill Cars - See all 34 cars,Dealer locationBedford
635,Peugeot 308,2008 (08 reg),1 owner,"100,000 miles",1.6L,118BHP,Manual,Petrol,"£1,389",N/A,Hatchback,Lakeside Cars Ltd - See all 25 cars,Dealer locationHarlow
636,Ford Fiesta,2005 (55 reg),3 owners,"81,013 miles",1.6L,99BHP,Manual,Petrol,"£1,150",N/A,Hatchback,,N/A
637,Toyota Auris,2008 (57 reg),5 owners,"79,000 miles",1.6L,124BHP,Manual,Petrol,"£1,895",Cat D,Hatchback,Greys Motors Exchange - See all 33 cars,Dealer locationReading
638,Vauxhall Astra,2011 (11 reg),3 owners,"90,000 miles",1.4L,100PS,Manual,Petrol,"£1,690",N/A,Hatchback,Harry's Car Sales - See all 333 cars,Dealer locationPeterborough
639,BMW 3 Series,2010 (60 reg),4 owners,"104,392 miles",2.0L,143PS,Manual,Petrol,"£2,490",N/A,Saloon,DVP CAR SALES LTD - See all 104 cars,Dealer locationCroydon
640,Renault Clio,2010 (10 reg),N/A,"106,000 miles",1.5L,86PS,Manual,Diesel,"£1,499",N/A,Hatchback,Affordable Car Centre Ltd - See all 170 cars,Dealer locationBedford
641,Ford Kuga,2012 (62 reg),N/A,"100,145 miles",2.0L,163PS,Automatic,Diesel,"£2,000",N/A,SUV,ARJ MOTORS - See all 73 cars,Dealer locationAddlestone
642,Ford Focus,2016 (66 reg),2 owners,"67,149 miles",1.5L,118BHP,Manual,Diesel,"£8,300",N/A,Hatchback,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
